"V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64"
"11" 1.499823919 1.145909275 1.388741365 1.01483205 1.112219292 1.694514085 1.830851969 1.300028161 1.735964831 1.582128379 1.393021682 0.960537256 1.571507566 1.59137577 1.506385841 1.908104434 2.049098307 1.938165954 1.893608828 1.315147386 2.02905573 1.902152302 1.791759469 2.210535591 1.711958399 1.86179846 1.305843237 1.263985474 1.830948131 1.108694624 2.631053959 NA 1.411011364 1.579102409 1.455050538 1.823274286 1.427868073 1.362437025 1.513191294 2.51321872 1.882924707 2.204409813 2.323563499 1.395105429 1.300191662 1.97696575 1.340171886 1.437438894 1.621089765 1.541886858 1.922378291 NA 1.427916036 1.772474708 1.671698842 1.540430755 1.650848534 1.398790952 1.527772222 1.480194456 1.509462869 1.762141832 1.737250484
"12" 0.393594936 0.380694159 -0.530688253 0.082501222 -0.393635356 -0.37760678 -1.347073648 -0.419462618 -1.470545914 -0.873949891 NA -0.157706996 -0.854020406 0.461593362 -0.436800988 -0.626984978 -0.539053645 -1.000759889 -0.307612708 0.053919842 -0.370628993 -0.94160854 -0.407667532 -0.762068626 -0.422051912 -0.527124397 -0.396901877 -0.283026261 -0.029222859 0.519924107 -1.804844709 -0.397496939 0.25278002 0.494025285 0.250836536 NA 0.149195566 -0.358676947 -0.370194494 0.169995907 0.14384057 -0.090800364 -1.387495082 0.106160196 -0.171856507 0.022446189 -0.109033921 0.018527305 -0.380382328 -0.445506158 0.045355702 -0.022961612 -0.044892769 0.337757125 -0.448163863 0.321141026 0.157601861 0.132167964 0.28735702 -0.546107438 -0.247180129 -0.196379914 -0.140182031
"13" 1.625921312 1.55652225 1.614902952 1.047599657 1.18677578 1.825613242 1.268242539 1.390834041 1.129044496 1.457125542 1.402438343 1.553586879 1.550112446 2.249205413 1.292889864 1.488783258 1.312701641 NA 1.581305892 1.067121622 1.847934993 2.209504426 1.670777573 1.035068828 1.224069506 2.073574363 1.597142634 1.163556977 1.575032786 1.394386531 0.750566671 2.008670304 1.395947618 1.752516089 NA 1.593999349 1.741956292 1.744231009 2.037512163 -0.297059234 1.729263306 2.089156696 2.383335243 1.416847814 1.466652404 2.092826561 1.390784266 1.47132461 1.669026704 1.495417788 1.757375042 1.772593639 1.462583881 1.83517011 1.540366466 1.580318014 1.67593701 1.454677047 1.661460941 1.416023052 1.648254698 1.538650575 1.823839363
"14" NA 0.008166563 -0.208008664 0.972028137 0.418052224 0.344936315 -0.331982331 0.298547826 NA -0.080667903 0.387301137 0.907613191 1.013344845 NA 0.585394918 0.744932854 0.856328391 0.806743687 0.639429898 0.909950676 0.935818812 0.699477104 1.436250512 0.584057498 0.120623442 0.964623649 0.31816278 0.617399403 0.272009903 0.226418184 0.661966063 0.114488727 1.228060356 -0.195893237 0.905957528 1.20480246 1.086978208 0.558815468 0.760431927 0.667624223 1.240487938 1.006825893 1.120765093 0.016562088 0.044686518 -0.149080223 NA 0.504465441 -0.120699785 0.86010126 0.524432627 0.353399586 0.384581897 0.283146804 0.47548856 -0.254505228 0.16695408 0.650970102 0.043538302 0.647574335 NA 0.231191083 -0.65508098
"15" 0.010544214 0.158711691 0.079273181 -0.170788321 NA -0.396901877 -0.224018934 -0.376294731 -0.244878043 -0.161225648 1.027187892 0.412308307 0.650344058 0.123455804 0.036813973 0.194167779 0.215998083 0.256114003 0.266203041 0.031983046 0.280355297 0.232301489 0.308072762 -0.586986985 0.062129371 -0.217285742 -0.573942933 -0.897959775 -0.275226631 0.51342225 -0.535972506 -1.212004976 0.326926824 0.840445868 0.796741137 0.85526603 0.550719187 0.110377907 0.310641477 NA 0.489193324 -0.284088537 -0.875148789 0.469941127 0.551756412 -0.118896155 -0.606786015 -0.912796843 -0.809680997 -0.448476999 -0.300159594 -0.716825308 -0.479165471 -0.515503213 -0.53204926 -0.006319929 0.355083679 0.655445313 0.953355276 -0.503353609 -0.629046255 -0.755235373 -0.550779939
"16" -0.545417069 -0.274173722 -0.537340729 -0.0438474 0.086728004 -0.747603366 -0.146877196 0.054014588 0.212042158 0.572729427 -0.730849048 -0.109703265 0.239803992 0.969300552 -0.922308804 -0.805196684 -0.721135217 -0.59293992 -1.083231187 -0.627921396 -1.159318164 NA -0.045101974 -0.129311737 -0.968900682 -2.20909475 -0.733760863 -0.867976872 -0.742547531 0.46115207 -1.200977295 -1.767847649 0.432950565 -0.572523738 -1.483686707 -0.18825915 0.097943074 NA -0.389493339 0.456158222 0.588897159 -0.014200349 -0.599292605 -0.325591646 -0.034384427 -0.461242124 -0.481752376 -0.319103942 -0.886489241 -0.388755495 -0.771973961 -0.564402225 -0.222268934 -0.268402458 -0.760569857 -1.231001477 -0.636766847 -0.347290544 -0.438194933 -0.967320903 -0.716006475 -0.944690206 -0.741287556
"17" 0.186562551 0.325411289 0.004390348 -0.425412746 0.137585663 0.036524775 0.572165284 0.165599181 0.210260925 0.777626187 0.370321406 -0.723606388 0.124957239 -0.173758326 -0.122619714 -0.48694635 0.268269869 0.068499416 -0.069993372 NA -0.429399258 0.059683002 -0.041968485 -0.020610954 -0.663976803 0.09803374 -0.113616727 0.064194712 0.523307401 0.551007413 -0.6919479 0.001498876 0.203022473 0.286381227 0.157858085 -0.600932697 0.168729603 -0.759928214 NA -1.161552088 0.321431113 0.132868673 -0.578926036 0.316706751 0.405465108 0.008662373 NA 0.39548211 -0.052135754 0.049551779 0.321576124 0.2268965 0.850578189 NA 0.212931586 -0.54818141 -0.221145549 -0.268664067 -0.439435628 NA NA -0.420832585 NA
"18" 1.264719772 1.647773619 1.472311494 0.45285747 NA 0.331244309 0.696989788 1.287081576 1.150920068 1.543212636 1.200386381 0.851474839 0.908984103 -0.007226045 0.4158114 0.424286862 1.078443594 1.005216941 0.89023419 0.252935336 0.284502021 0.528979834 0.451457712 0.888919535 0.911036955 1.105223718 0.186645528 1.245220308 0.263210061 1.057825016 0.612479278 0.135404637 0.602292062 0.988499759 0.979152849 0.316561032 0.938991117 0.641748617 0.261055716 0.202859208 0.422780986 -0.650854268 0.393527471 0.913767551 0.868276267 0.883354232 0.590560592 -0.676290063 0.663254823 0.735631792 1.147846799 0.497801173 1.192102632 1.297681703 0.222022924 1.333078167 1.173565142 1.317533606 1.069938428 0.350375142 0.474493535 1.00795792 0.943322071
"19" -1.046399417 NA -0.904362161 -0.680230955 1.203482684 0.325627935 0.646107983 1.238316258 1.012000832 NA -0.353537015 -1.373970611 0.710495819 -2.08828049 0.229682128 -0.052241112 -0.345311185 -0.702995517 -0.852142912 -1.616966179 -0.921805913 -1.188099455 -0.693147181 0.975389484 0.662894137 -0.822345119 0.808393669 0.531568985 0.512823626 -1.065080806 0.786318711 0.439930945 -0.872034641 -1.072652187 -0.825079852 -0.518018094 -1.416753569 -0.95217701 -0.898942094 -0.934709317 -1.476219069 -1.397153105 -2.058854908 -0.808558032 -0.924827063 -1.171505614 NA 0.287957035 0.832909123 0.577960771 NA 0.132956227 -0.010555514 0.442760893 0.404331132 -0.474172306 -0.440988664 -0.387281438 -0.573233084 -0.024907636 NA 0.712459492 -0.175187068
"20" 0.691696128 1.249787116 0.693697029 0.39386475 0.631165388 -0.992901834 -1.422128814 0.563892345 -1.013903561 0.197866768 NA 0.578914086 0.550430878 -0.650854268 0.01133551 -0.023780529 0.019116117 0.147471279 -0.378336441 0.079457921 -0.378920553 -0.142139767 0.150658876 0.362905494 0.019116117 0.488273219 -0.924070919 0.411844715 -1.616966179 0.289680075 0.643641761 -0.955551446 0.619931118 0.568943577 0.371218669 -0.048770164 0.692246775 -0.619896719 0.277025492 -0.014606152 -0.053717283 0.014494446 0.666443798 -0.01959065 0.479396874 0.227693186 -0.468884256 -1.913249367 0.068872864 0.491275765 0.45527063 0.259745454 -0.332121714 -0.094090923 -0.343335737 0.679453853 0.306749135 1.092963028 0.831212032 -0.151869949 0.217929984 0.060624622 -0.527124397
"21" 0.912363029 0.548988085 0.320415442 0.714761891 NA -0.110373058 -0.666115842 0.524255044 0.258742329 NA 0.414490919 0.084892467 NA -0.013389237 0.433598947 0.483166616 -0.198694871 0.663254823 0.738837306 1.211583767 0.625510532 -0.096841351 0.561157456 0.910674993 0.655704885 0.777809968 0.165599181 0.750708291 0.485138517 0.065974989 1.101840406 0.696790536 0.498894733 0.767744319 1.466929201 0.82307835 0.300178664 -0.031800313 -0.002603386 0.811330136 0.567527267 0.026836654 0.395751416 0.178480857 0.626205775 0.004290781 0.210909014 0.085902429 0.75396002 0.932872491 -0.445662298 0.413102535 -0.039156715 0.641538047 -0.608989873 0.338969117 0.7626266 0.223543471 -0.527971783 -0.178648311 NA 0.029752958 -0.782853094
"22" 1.911126435 1.698236026 1.571881414 1.11573158 1.222392122 1.777998554 1.786746927 1.463857073 NA 1.601748424 1.367493732 1.784130442 1.719941181 1.572151328 1.635359038 1.8098122 2.007515802 2.030408848 2.032520255 1.937287365 2.115279135 1.82241799 2.234520362 2.129504705 1.797161519 1.793108559 1.773612471 1.301798001 1.654392157 1.332154915 1.953523948 1.813015289 1.533528318 1.824145985 1.544451291 NA 1.982586419 1.905846795 2.11465182 2.560833205 2.428750675 1.15227943 2.484164708 1.447036623 1.463093352 1.529571856 1.525751909 1.2398514 1.601022603 1.492859151 1.809992237 1.431339426 1.292752617 1.714482378 1.753884517 1.625232518 1.922656144 1.466929201 1.664531975 1.678628098 1.447977246 NA 1.850122713
"23" -0.356246464 -0.836555764 -1.093326284 0.287131921 -1.602462299 -1.611941043 -3.172469452 -1.652345413 -2.143873402 -1.665479303 -0.635633274 -0.627921396 0.125045489 -0.438349935 -0.470323681 -0.358104537 -1.17409043 -0.034798506 -0.391710143 -0.616556578 -0.418246443 -1.345536369 -0.075370307 -1.085005285 -0.438970187 -0.858729621 -0.560015868 -1.096614286 -1.097812609 NA -1.27833722 -0.899925378 -0.026549335 -0.50766396 -0.040717833 0.093217082 -0.936748574 -1.010052112 -0.438504962 -0.443322751 -0.524755529 -0.527124397 NA -0.244367188 -0.845133538 -0.922811949 -0.008838949 -0.518185978 -0.536314387 -0.713758134 -1.471416615 NA -1.153913605 NA -1.464904762 -0.53580161 -0.612858349 -0.903868212 -1.111393623 -0.937769764 -0.818030363 -1.276185138 -2.269150317
"24" 0.737355435 -0.117883041 0.532861051 0.57233456 0.995804069 1.435370199 1.671473303 1.195678502 1.77335786 1.45123905 1.363486222 0.993510999 1.527251241 0.724015804 NA 1.273517524 1.153952384 1.383966654 1.250646445 1.678796051 1.435227372 1.174492499 1.728251528 2.282117044 1.792009438 1.61571815 1.187782445 0.806207973 1.749686693 0.712067065 2.461313849 1.804544064 1.164493658 NA 1.101607798 1.351909934 1.153510743 1.538392937 1.39948202 NA 1.587110501 0.310714772 -0.673344553 1.260419298 1.327075002 1.963272827 1.332234084 1.245306668 1.775663962 1.597203375 1.838961071 1.646618084 1.317319347 1.657827997 1.636391382 1.554876124 1.881295435 1.28475985 1.462769173 1.227122764 1.367060572 1.627159945 1.470428687
"25" 1.437605155 1.620021706 1.503454981 0.928574971 0.701016139 1.010946152 -0.387428746 0.596911573 -0.148268017 0.394875907 1.312001757 1.173688839 0.808126289 1.160020917 0.750141692 -0.137539414 0.578409503 0.871460716 1.113303837 1.348047174 0.500108399 0.871795332 1.316247363 0.802674005 0.139501039 2.013929213 NA 1.39869219 0.600648046 1.006497 -0.082512422 1.069972731 1.28104495 1.579576464 1.417841477 1.186501058 0.906199991 0.97986629 1.256612692 0.098668172 0.937504128 -1.635781888 -0.170195377 1.427772141 NA NA 1.210779586 1.201529823 1.402315337 1.535446857 1.736845593 1.692123279 1.404036043 1.679075909 1.080074861 1.586312571 1.30695349 1.331864574 NA 1.428659165 0.949880235 1.396219939 1.50240934
"26" 1.488760693 1.091251934 1.50338827 1.069835514 1.129561709 1.613290482 1.050366976 1.345810851 1.603077729 1.43891053 1.386694281 1.236865848 1.339045509 NA 1.710223981 1.815182984 1.474328132 1.725851121 1.691128492 1.826289712 1.708341628 1.261382853 1.83792715 2.138794767 1.782802811 2.365240592 1.650714204 1.41699329 1.695927487 1.140681505 1.46561373 1.785506628 1.439764036 NA 1.470589553 1.566426022 1.920182 1.624346229 1.995053992 2.217136131 1.969961441 2.124988357 2.202223175 1.427244347 1.31138222 1.788988968 1.534240116 1.469117814 1.661935481 1.434346158 1.8047086 1.560037562 1.276088794 1.585104235 1.639986516 1.662542565 1.507582358 1.414784632 1.458870804 1.440664168 1.472540862 1.609017824 1.369173634
"27" 0.053635549 -0.444725822 -0.13079229 0.316269529 0.788320987 -0.641693899 -1.189084192 0.73611088 0.295799041 0.887273783 0.167123313 1.040135359 0.494269322 -1.647659125 0.596140563 0.494757216 0.291400152 NA 0.527269676 0.525024343 0.544937153 0.141759945 NA -0.235469201 0.576838058 0.132255579 0.003294567 0.038739828 -0.833329211 -0.853785527 -0.094860281 -1.133825044 0.198768888 0.170670614 0.676712874 1.278040776 0.544531156 -0.331424995 0.266739295 NA 0.471502505 -0.633558389 -0.278392026 -0.592759007 -0.721958262 -1.246532419 -0.235722334 -0.707246105 -0.823711551 -0.351829559 -0.906340401 -1.821394274 -1.339792528 -0.598382604 -1.468806783 0.058268908 -0.047196435 0.242161557 -0.540254434 -0.270759405 0.959886476 -0.683592968 -1.215708061
"28" 1.26514316 1.330781651 1.016678906 -0.089049817 0.291175962 0.008265744 -0.446599651 0.228887026 -1.109572129 0.076590602 0.763559045 -0.03469497 0.652793826 NA -0.245261357 0.004589452 0.649143045 0.318962692 0.189297171 -0.14064233 -0.353252237 -0.298945265 -0.127947014 0.156405279 -0.302998777 0.244983318 0.015381102 -0.155718575 -0.009040745 0.040949986 -0.706435075 0.045833416 -0.028399475 0.684762124 0.855903582 0.477289523 0.695743806 -0.959459227 -0.059643853 NA -0.016332655 -0.468404908 -0.267618041 -0.14329317 0.741127493 0.31903538 0.352064331 -0.614151174 0.674321076 0.626045377 0.541859066 0.019116117 0.002895803 0.199997742 -0.055089966 0.931218752 0.745597306 1.096710481 0.511325499 0.129096573 -0.114962018 0.252391626 0.95927359
"29" -0.712941808 -0.631863952 -0.507996297 0.074086543 -0.063792133 -1.777856564 -1.744685062 -0.099157572 -1.493879572 -0.244494877 -0.406165353 -0.727945686 NA -0.94160854 -0.768517488 -0.386250889 -1.083822203 NA -0.43139849 -0.850034936 -0.686767574 -0.981095955 -0.161695739 -0.991553216 -0.745915246 -1.873403458 -1.81954185 -1.779633289 NA -1.690647968 -1.065661189 -2.385966702 -0.732928051 -1.322005871 -0.419919065 -0.565809932 -0.465692934 NA -1.052969931 -0.781322871 -1.042988385 -1.577454867 -2.110313205 -2.068303797 -1.822631133 -1.671845373 -2.193730688 -2.253794929 -1.722606611 -0.996958635 -1.601469743 -1.710917081 -2.192834229 -1.820776418 -3.11903049 -1.037611267 -1.173120341 NA -1.206308864 -0.57963994 -1.467070671 -1.957577954 -1.97256218
"30" -0.076233306 -0.36686959 0.066630082 -0.077205071 1.069149149 0.077053629 0.469878621 1.351702916 0.951310325 1.378463782 0.542498694 0.302176519 0.417064244 -1.093923299 -0.279184942 -0.111266812 0.100840315 0.586062958 0.001698557 0.388454579 -0.211462047 -0.509826123 -0.019896632 0.86318527 -0.09376138 -0.428938464 0.029170377 -0.599292605 -0.289951312 -0.728774358 -0.124543335 -0.716415808 NA -0.052978925 0.538362967 0.479520698 0.543718667 -0.434018916 -0.071066448 0.017446914 0.484953816 0.001898197 0.989541194 -0.767870727 -0.305303081 -0.056147161 0.426704611 -0.788337368 0.632388175 0.406464608 0.351923675 0.301584978 0.700668822 NA -0.03573081 -0.192129498 -0.591854929 -0.468245176 -1.191056579 0.054014588 -0.957633695 -0.804078741 -0.268271679
"31" -0.627921396 -1.340556469 -0.673932962 0.138891999 -0.952954716 -1.481924592 -1.275826908 -0.980829253 -1.231344001 -0.091786396 -1.313043899 -0.31992982 -0.578926037 -1.190727578 -0.424800844 -0.398241263 -1.068859331 -0.442855497 -1.06363132 -0.699165253 -0.579818495 -1.016111067 0.198932823 -0.5407695 -0.406165353 -0.422814746 -0.531368525 -0.463624022 -0.417031745 -0.811705517 -0.473851021 -0.358676947 -0.378628454 -0.892330094 -0.058795047 -0.241052972 -0.284885985 -0.418550348 0.454318762 -0.647600366 -0.209610537 -0.454917992 -0.976306164 0.054582878 -0.710293339 -0.790319092 0.277934721 -0.148500008 -0.786579125 -0.135018212 -0.486783629 -1.13103218 -1.318261951 -0.88116493 -1.443499835 -0.782634347 -1.047539019 -0.807660567 -0.795622972 -0.65508098 -0.393783603 -1.338647708 -1.591106956
"32" -0.049190244 0.451903302 0.314664744 -0.484995447 0.956472522 NA 0.57846558 1.144573057 0.032273561 0.865334223 0.38369655 0.253245895 0.437738669 -1.002938539 -0.098715973 0.068592792 0.70383981 0.217286432 0.172776144 0.030044121 -0.097171912 -0.460766424 0.098668172 0.491275765 0.265436464 -0.02706292 -0.503188197 -0.088940509 -0.39660448 0.567527267 -0.137309951 -0.481266822 0.004987542 -0.199060881 0.304096614 -0.298406036 0.639429898 -0.925331477 -0.170906952 -0.083272919 -0.002002003 -0.120248573 0.575995196 -0.941352162 -0.624180976 -0.094200795 -0.137424676 -0.893551245 -0.09145761 -0.364419139 -0.417031744 -0.731472295 0.003493889 -0.335892405 -0.821662603 -0.368169323 -0.348706774 0.046883586 -1.254214021 -0.209240646 -0.747392195 -0.689354382 -0.407216641
"33" -3.184474398 -2.179482896 NA 0.722851603 -2.24620476 -2.647896278 -1.005668543 NA -3.123565645 -1.088562953 -0.449416996 0.923107445 0.63620639 0.584503503 -0.009545413 1.096376458 -0.864884944 0.351290474 0.706014046 0.728321256 -1.362968536 0.271476468 0.607589292 -2.115275995 -1.352859585 -1.951224244 -1.89578754 -2.298593072 -0.965743616 -3.286084575 -1.876011022 -2.680921534 0.67187247 -0.335612606 -0.360826407 0.764769924 0.460710582 -0.036145447 0.159223506 0.461278173 0.166022784 1.355989781 -0.680823431 -2.560061323 -2.456902453 -2.168928708 -2.072267338 NA -2.635264531 -1.643511893 -1.330670457 -2.592937394 -3.249335032 -3.973898409 -2.712058223 -2.213658884 -2.466281186 -2.110313205 -2.321767912 -2.503478035 -2.689719244 -2.573082341 -2.547207676
"34" NA -0.117658043 0.247719084 0.91055431 0.607480354 0.86052429 0.464299894 0.515813165 0.757201209 0.092488019 0.765328298 1.116386717 0.697139202 1.019821575 0.957624595 0.481376216 0.450884518 NA 0.282543895 0.406664389 0.649508724 0.965157084 0.452984624 0.661759707 0.488395949 1.265086718 1.166924929 NA 0.71083974 -0.303540488 0.766537038 1.218644645 0.663203304 0.103097958 0.8103078 0.611394679 NA NA 0.443338761 0.40919149 -0.137998498 0.17756024 -0.327671081 NA 1.181573809 0.84771206 0.616805947 1.055530799 0.992547822 1.179423931 0.941763528 1.098345586 0.520459073 0.866343899 1.039887944 1.049527081 0.85972038 1.294343532 0.603605332 0.931258159 1.515610633 NA 1.18933621
